company_id,company_name,short_description,batch,status,tags,cluster_kmeans,cluster_dbscan,tsne_x,tsne_y
30409,Notus Autonomous Systems,Swarm robotics and full AI-command hierarchy integration,Spring 2025,Active,"['artificial-intelligence', 'robotics', 'drones', '3d-printing']",1,-1,-5.3410854,-9.055209
24443,Inflow,A self-help app for people to manage their ADHD.,Summer 2021,Active,"['mental-health-tech', 'consumer-health-services']",2,-1,5.9523063,13.772471
30292,Mesh,Building your AI finance co-worker,Winter 2025,Active,[],1,-1,9.380599,-3.2053926
1483,Entry,Biometric sign in and identity verification platform,Winter 2017,Inactive,"['machine-learning', 'biometrics', 'ai']",2,-1,5.717418,4.1221204
570,Echo Locker,Android lock screen,Summer 2013,Acquired,[],0,-1,22.420969,-6.695973
27267,Ping,The global neo-bank for contractors and freelancers,Summer 2022,Active,"['crypto-web3', 'payments', 'neobank']",6,-1,-13.683169,6.7465076
29118,Waldium,Build AI-optimized blogs that rank in AI search results ,Summer 2023,Active,"['developer-tools', 'analytics', 'ai']",1,-1,9.621401,-9.13936
30668,Wedge,Palantir for Healthcare AI Agents,Summer 2025,Active,"['artificial-intelligence', 'saas', 'health-tech', 'healthcare']",1,-1,2.6600575,10.915213
30791,Spotlight Realty,AI powered brokerage reducing residential rental commissions in NYC…,Summer 2025,Active,"['machine-learning', 'real-estate']",3,-1,-2.4324515,-8.891377
30241,ZeroEntropy,High accuracy search API over unstructured data.,Winter 2025,Active,[],3,-1,-1.1252488,-3.2322865
1521,Apozy,Apozy makes every website safe to browse,Winter 2017,Active,['security'],0,-1,6.502468,-18.720285
507,Zenefits,"HR for small businesses: onboarding, payroll and benefits.",Winter 2013,Acquired,['hr-tech'],2,-1,-3.1812954,8.109096
27221,CAPSULE,Buy anything you find on social media,Summer 2022,Inactive,"['artificial-intelligence', 'generative-ai', 'machine-learning', 'computer-vision', 'e-commerce']",5,-1,-12.096209,-7.4830737
22969,LightTwist,Record video in a photorealistic virtual studio all from your browser,Winter 2021,Active,"['augmented-reality', 'computer-vision', 'design-tools']",0,-1,-12.345682,-13.699284
999,Focal Systems,Building the Operating System for B&M Retail using Deep Learning,Winter 2016,Active,"['deep-learning', 'grocery', 'computer-vision']",4,-1,-13.217725,-4.694333
22970,Veera Health,We treat women with Polycystic Ovary Syndrome in India,Winter 2021,Active,"['consumer-health-services', 'femtech']",2,-1,-1.2255167,18.920946
26730,Mocke,Mock email campaigns: know your reply rate 1 min without launch,Summer 2022,Active,"['artificial-intelligence', 'b2b', 'sales']",3,-1,7.366968,-11.775369
29182,Upsolve AI,Embed GenBI in Your SaaS App,Winter 2024,Active,"['artificial-intelligence', 'developer-tools', 'b2b', 'analytics', 'big-data']",1,-1,-0.3820342,-11.679613
24601,Humane Genomics,A platform to make artificial viruses as cancer therapeutics.,Summer 2021,Active,"['hard-tech', 'synthetic-biology']",7,-1,-4.32183,24.697392
30290,Tire Swing,AI for Healthcare Compliance,Winter 2025,Active,"['health-tech', 'compliance', 'legal', 'healthcare', 'health-insurance']",2,-1,3.8390424,9.570134
158,Fivestars,Customer loyalty and payments platform for small businesses.,Winter 2011,Acquired,"['fintech', 'marketplace']",6,-1,-17.061054,2.3825645
29415,Givefront,Nonprofit Financial Management,Winter 2024,Active,[],6,-1,-8.013071,4.096969
25650,NearWave,Helping physicians select the right therapy for breast cancer patients,Winter 2022,Active,"['artificial-intelligence', 'hard-tech', 'hardware', 'saas', 'medical-devices']",2,-1,5.199443,17.692116
30322,Spott,AI-native ATS/CRM for recruiting firms,Winter 2025,Active,"['artificial-intelligence', 'saas', 'b2b', 'hr-tech', 'enterprise-software']",3,-1,-2.8558438,-10.358924
30235,Rally,Financial OS for Modern Fleets,Winter 2025,Active,"['fintech', 'logistics', 'transportation', 'ai']",4,-1,-8.902995,6.4795914
29684,Parahelp,The AI support agent built for fast-moving software companies,Summer 2024,Active,[],3,-1,2.7874675,-6.1011724
28589,HockeyStack,The operating system for inbound B2B revenue,Summer 2023,Active,"['saas', 'b2b', 'analytics', 'sales', 'marketing']",3,-1,0.8960935,-0.09462856
1789,Evry Health,Better health insurance for mid-size companies,Winter 2018,Acquired,"['fintech', 'healthcare', 'health-insurance', 'insurance']",2,-1,-1.5843408,13.877793
639,GBatteries,Enabling li-ion batteries to charge ultra fast without compromising…,Winter 2014,Active,"['energy-storage', 'hard-tech', 'climate']",4,-1,1.1846373,28.830206
21996,Plerk,"Acquired by Minu.mx - Fintech solutions for employees, starting with…",Summer 2020,Acquired,"['fintech', 'saas', 'b2b']",6,-1,-12.581978,7.459719
24008,Catena Biosciences,Using protein coupling to build new therapies,Summer 2021,Active,"['biotech', 'therapeutics']",7,-1,-5.604735,23.957453
29444,Vista Power,Batteries and solar for $0 upfront to help businesses save money,Winter 2024,Active,"['energy-storage', 'b2b', 'sustainability', 'manufacturing', 'renewable-energy']",4,-1,2.5847929,28.758512
25692,Livedocs,A New Kind of Notebook for Data Storytelling,Winter 2022,Active,"['saas', 'productivity', 'analytics']",0,-1,18.436205,-1.3940027
1602,UpCodes,UpCodes helps the AEC industry deliver code compliant buildings,Summer 2017,Active,"['govtech', 'construction', 'b2b']",4,-1,17.58724,-10.4946
21791,AtoB,Rebuilding global transportation payments.,Summer 2020,Active,"['fintech', 'saas', 'payments', 'supply-chain', 'transportation']",6,-1,-9.206464,6.8030515
30475,Morphik,Open-source multimodal search for AI apps,Spring 2025,Active,"['artificial-intelligence', 'developer-tools', 'open-source', 'search', 'databases']",1,-1,11.77543,-1.4244351
12637,OpenReplay,"Open-source, self-hosted, session replay tool for developers.",Summer 2019,Active,"['developer-tools', 'saas', 'open-source']",0,-1,15.100404,-0.63846004
467,Svbtle,A publishing platform.,Summer 2012,Active,['media'],0,-1,16.901997,-2.425338
28811,Casca,Make Banking Magical,Summer 2023,Active,"['artificial-intelligence', 'conversational-banking', 'fintech', 'machine-learning', 'finance']",6,-1,-10.028277,9.885042
1725,Precious,AI to curate your baby photos,Winter 2018,Active,['artificial-intelligence'],1,-1,-10.99905,-8.16345
1595,Leon & George,Buying and owning indoor potted plants made easy.,Summer 2017,Active,['e-commerce'],5,-1,-20.72827,-7.258354
29505,Tower,Legal due diligence platform powered by AI,Winter 2024,Active,"['artificial-intelligence', 'workflow-automation', 'legal', 'legaltech', 'ai-assistant']",1,-1,10.314125,5.68875
22975,Noble,Risk decisioning platform ,Winter 2021,Inactive,"['fintech', 'saas']",6,-1,-9.771065,11.6326475
28160,Finni Health,Empowering Autism Care Providers to Go Independent,Winter 2023,Active,[],2,-1,2.8749623,13.923431
26050,Olympian Motors,Manufacturing modular electric vehicles with style,Winter 2022,Active,"['consumer', 'manufacturing', 'climate', 'transportation', 'electric-vehicles']",4,-1,3.439155,27.614624
30673,Nexa Labs,Implantable microchips and AI for cattle monitoring,Summer 2025,Active,"['artificial-intelligence', 'livestock-health', 'medical-devices', 'agriculture', 'biotechnology']",7,-1,-8.798766,24.407406
13160,Terusama,We help warehouses schedule trucks,Winter 2020,Acquired,"['scheduling', 'logistics']",4,-1,-17.700077,-10.199657
30883,hillclimb,Math RL Environments for Post-training,Fall 2025,Active,['reinforcement-learning'],1,-1,2.780405,-20.83881
29588,Saphira AI,Vanta for Hardware,Summer 2024,Active,"['artificial-intelligence', 'hardware', 'robotics', 'compliance', 'enterprise']",1,-1,6.6315246,6.295006
29301,Topo,AI sales agent custom trained for each company to reach the best leads,Winter 2024,Active,"['artificial-intelligence', 'saas', 'sales']",3,-1,4.4643965,-8.797929
25817,Lifecast,"Software to create 3D video for VR, robotics and film.",Winter 2022,Inactive,"['machine-learning', 'robotics', 'virtual-reality']",4,-1,-12.2522335,-13.433183
27991,Coldreach,Find the best leads with custom intent signals,Winter 2023,Active,"['artificial-intelligence', 'generative-ai', 'saas', 'b2b', 'sales']",3,-1,6.257019,-10.85036
29772,Parley,"Automating flat-fee legal work, starting with work visas + green cards",Summer 2024,Active,"['artificial-intelligence', 'saas', 'legal', 'legaltech', 'immigration']",1,-1,12.558337,4.2037454
865,Leaders In Tech (formerly InnerSpace),"Helping founders improve themselves, their companies, and the world.",Summer 2015,Active,['community'],0,-1,3.8731546,3.6328478
854,ThinAir,Intelligent data security for teams,Winter 2015,Inactive,"['cybersecurity', 'enterprise']",4,-1,7.827269,5.218472
24204,Sentiyen,Conversational AI assistants using your knowledge,Summer 2021,Active,"['ai-enhanced-learning', 'artificial-intelligence', 'ai-assistant']",1,-1,3.126866,-10.282083
25404,Castia,Built Rewards for Latam. Pay Rent and get benefits.,Winter 2022,Inactive,"['fintech', 'consumer', 'proptech']",6,-1,-19.07823,12.006869
30403,Aravolta,"Software to monitor, control, and optimize data centers.",Spring 2025,Active,"['enterprise-software', 'cloud-computing', 'monitoring']",4,-1,-5.344853,-5.6746902
27264,Dev Tools AI,AI powered web & mobile automation,Summer 2022,Inactive,"['artificial-intelligence', 'b2b', 'productivity', 'enterprise']",1,-1,5.7037587,-4.804444
11984,GoLinks,"Intuitive, easy-to-remember short links - powered by AI.",Winter 2019,Active,"['saas', 'productivity', 'collaboration']",3,-1,6.41653,-7.501263
1547,Niles,Knowledge Assistant for Work.,Winter 2017,Inactive,"['productivity', 'enterprise']",0,-1,9.649033,-17.526623
26041,The Ankler,Subscription entertainment news,Winter 2022,Active,['entertainment'],5,-1,23.848791,-1.0195495
968,Halolife,Halolife is an online platform to find and plan a burial or cremation…,Summer 2015,Inactive,[],2,-1,-4.119693,11.329747
1998,Nestor,Skills-based talent management solutions for a dynamic workforce.,Summer 2018,Active,"['saas', 'hr-tech']",3,-1,-4.669955,-14.358312
130,Automatic,Automatic connects your car to the rest of your digital life.,Summer 2011,Acquired,"['iot', 'automotive']",3,-1,6.764465,-2.8673155
24629,Filadd,We help students in Latin America graduate from College.,Summer 2021,Active,"['education', 'elearning', 'community']",5,-1,-7.421981,-18.645975
12210,Endpoint Health,Precision-first therapies,Winter 2019,Active,[],7,-1,1.8636652,17.145641
1431,Starcity,Starcity was one of the largest co-living brands. Exit to Common in…,Summer 2016,Acquired,"['real-estate', 'housing', 'proptech']",4,-1,-8.377796,-2.5823987
12598,Narrator,The only platform that can prep data to answer EVERY question you…,Summer 2019,Inactive,"['analytics', 'big-data', 'data-engineering']",3,-1,18.893753,0.489765
29393,Voicepanel,AI agents for customer research,Winter 2024,Active,[],3,-1,8.162194,-10.193635
29179,Driver AI,Understand millions of lines of code in minutes.,Winter 2024,Active,[],1,-1,11.687959,-7.8250093
30491,Novoflow,AI employees that automate medical operations for clinics. ,Spring 2025,Active,[],2,-1,4.8465753,12.431434
13320,Laserfocus,Implement streamlined Salesforce processes for agile GTM teams,Winter 2020,Inactive,"['b2b', 'productivity', 'sales']",3,-1,4.566796,-12.094461
30529,Adentris,Real-time AI Compliance for Medical Documentation,Spring 2025,Active,"['health-tech', 'b2b', 'compliance', 'enterprise-software', 'ai']",2,-1,4.4763894,10.254459
12656,Adla,Department store for e-commerce,Summer 2019,Inactive,['e-commerce'],5,-1,-15.629181,-5.2116313
511,Semantics3,Data and AI platform for Ecommerce & Cross-Border Logistics,Winter 2013,Acquired,"['artificial-intelligence', 'logistics', 'e-commerce']",3,-1,-1.256144,-3.0614836
764,GiveMeTap,We produce & sell stainless steel water bottles that enables people…,Winter 2015,Active,['sustainability'],4,-1,-7.3478127,2.4468737
29338,Swift,Embedded finance for online merchants,Winter 2024,Active,"['fintech', 'payments']",6,-1,-13.228102,9.046197
30559,Godela,AI Physics Engine to replace simulations and prototypes,Spring 2025,Active,"['hard-tech', 'hardware', 'aerospace', 'ai', 'ml']",1,-1,13.054178,-7.575543
695,PicnicHealth,Empowering Patients for Deep Real World Data,Summer 2014,Active,"['machine-learning', 'health-tech', 'digital-health', 'healthcare', 'nlp']",2,-1,2.223474,16.318073
1239,Burrow,"A design brand creating innovative, award winning furniture.",Summer 2016,Acquired,"['consumer', 'e-commerce', 'furniture', 'retail']",5,-1,-20.500729,-8.30019
22294,Clau,The real estate superapp for Mexico,Summer 2020,Active,"['fintech', 'machine-learning', 'marketplace', 'proptech']",6,-1,-9.789436,-2.010794
23860,Positional,A modern platform for content marketing & SEO.,Summer 2021,Active,"['saas', 'marketing', 'seo']",3,-1,7.352046,-8.646008
25674,Toko,Learn English by speaking with an AI,Winter 2022,Active,"['ai-enhanced-learning', 'education', 'generative-ai', 'machine-learning', 'consumer']",1,-1,-4.1353316,-17.743677
12091,Superb AI,Superb AI provides end-to-end computer vision MLOps platform,Winter 2019,Active,"['aiops', 'artificial-intelligence', 'saas', 'b2b', 'ml']",1,-1,0.6781907,-13.085695
1587,VergeSense,AI-Powered Building Management,Summer 2017,Active,"['artificial-intelligence', 'proptech']",4,-1,-4.0910974,-4.3999553
12391,ZeroDown,Find beautiful homes,Winter 2019,Acquired,"['real-estate', 'housing']",4,-1,-6.4210024,0.46252754
30028,Gait,Building Dev Infra for AI Software Engineers,Fall 2024,Inactive,"['developer-tools', 'ai']",1,-1,14.03088,-4.6542783
1952,The Buttermilk Company,"Instant, fresh ethnic food that actually taste homemade. We're…",Summer 2018,Inactive,"['consumer', 'food-&-beverage']",5,-1,-21.455853,1.2093426
27263,Guardian Bio,Dendritic cell-based platform for cancer therapy ,Summer 2022,Active,"['biotech', 'healthcare', 'therapeutics', 'oncology']",7,-1,-3.0574121,23.956163
30268,AthenaHQ,Get Your Brand Discovered on ChatGPT.,Winter 2025,Active,[],1,-1,9.053681,-7.9195905
12243,Beacons,"An AI-powered, all-in-one business platform for content creators",Summer 2019,Active,['saas'],3,-1,7.254538,-8.232954
140,AppHarbor,.NET Cloud Platform as a Service,Winter 2011,Inactive,['cloud-computing'],0,-1,1.8146466,1.1773089
26264,Jutsoo,All your corporate bank accounts connected under one platform,Winter 2022,Active,"['finops', 'fintech', 'saas', 'b2b', 'enterprise-software']",6,-1,-10.856366,5.2103496
27754,Pair AI,Reimagining education with short form video and AI,Winter 2023,Active,"['ai-enhanced-learning', 'artificial-intelligence', 'marketplace', 'elearning', 'creator-economy']",1,-1,-3.1737146,-17.005709
30465,Photonium,AI-Driven Optical System Design,Spring 2025,Active,[],4,-1,14.14888,-10.26092
1465,Pulse,Electronic Medical Records for India,Winter 2017,Inactive,"['health-tech', 'india']",2,-1,0.5811511,15.720162
1675,Opearlo,Opearlo produces voice apps for Amazon Alexa and Google Home.,Summer 2017,Acquired,['ai-assistant'],1,-1,2.8059046,-11.620935
29310,Tusk,AI agent that generates unit and integration tests,Winter 2024,Active,[],1,-1,7.879445,-15.601532
573,Boostable,Advertising platform tools for marketplace sellers. ,Winter 2014,Acquired,"['marketplace', 'advertising']",5,-1,-16.951841,-0.21055534
30301,FuseAI,The only sales software you will ever need. ,Winter 2025,Active,[],3,-1,4.615266,-8.1269045
28075,Stralis Aircraft,Emission free hydrogen electric aircraft,Winter 2023,Active,"['hard-tech', 'hydrogen-energy', 'airplanes', 'climate', 'electric-vehicles']",4,-1,3.539721,26.106771
1468,Nuvola,"Nuvola is transforming battery manufacturing, making EV batteries…",Winter 2017,Active,"['alternative-battery-tech', 'climate']",4,-1,2.2497094,28.371769
24759,Phykos,Growing seaweed to stabilize the climate.,Summer 2021,Active,"['carbon-capture-and-removal', 'climate']",4,-1,-10.601771,18.784702
29405,Risotto,Risotto auto-solves IT support requests using AI,Winter 2024,Active,"['artificial-intelligence', 'b2b', 'compliance', 'security', 'enterprise']",3,-1,1.6537201,-5.5992904
30213,Truffle AI,AWS for AI Agents,Winter 2025,Active,"['artificial-intelligence', 'developer-tools', 'generative-ai', 'infrastructure', 'ai-assistant']",1,-1,1.6080743,-8.820609
1183,NuCypher (aka Threshold Network),Network for decentralized threshold cryptography and end-to-end…,Summer 2016,Active,"['cryptography', 'privacy']",0,-1,10.634277,10.882151
1037,Function of Beauty,"Customizable beauty for hair, skin, and body care products.",Winter 2016,Active,"['beauty', 'personalization', 'e-commerce']",5,-1,-16.886806,-4.7144966
11988,Thrive Agric,"ThriveAgric help Farmers in Africa access finance, insight and Markets",Winter 2019,Active,"['finance', 'agriculture']",6,-1,-17.21539,6.27382
445,Benchling,Unlocking the power of biotech with modern software for modern science,Summer 2012,Active,"['saas', 'b2b', 'biotech']",7,-1,-7.0815825,24.574892
1461,MDalgorithms Inc.,Democratizing Dermatology with AI ,Winter 2017,Active,"['consumer-health-services', 'consumer', 'healthcare', 'telemedicine', 'ai']",2,-1,4.326211,16.84534
21777,Depict,Merchandising for fashion e-commerce,Summer 2020,Active,"['personalization', 'e-commerce', 'fashion']",5,-1,-16.426842,-4.7829046
25723,Aklimate,Software for enterprises to track and reduce supply chain emissions,Winter 2022,Inactive,"['saas', 'b2b', 'climate']",4,-1,-11.5133,18.35194
28884,Dialtone,AI agents for enterprises,Summer 2023,Active,"['artificial-intelligence', 'enterprise', 'automation']",3,-1,2.562511,-7.626079
28082,Sorted,Instant SaaS management,Winter 2023,Inactive,"['saas', 'b2b', 'productivity', 'collaboration', 'subscriptions']",3,-1,-2.5729911,0.5815089
21930,Osmind,Platform for breakthrough mental health research and treatment,Summer 2020,Active,"['mental-health-tech', 'saas', 'health-tech']",2,-1,4.5717707,15.220424
127,Parse,Parse is the easiest way to build apps.,Summer 2011,Acquired,[],0,-1,2.9163384,1.6082232
30729,Floot,The easiest way for non-coders to build apps with AI.,Summer 2025,Active,"['saas', 'no-code', 'web-development', 'ai']",1,-1,13.085427,-2.742738
27698,Viddy,A new way to create landing pages that is video-native.,Winter 2023,Acquired,"['saas', 'b2b', 'video', 'e-commerce']",5,-1,17.989792,3.2848005
27424,Mogara,Automatic software R&D capitalization ,Winter 2023,Inactive,"['finance', 'b2b']",4,-1,9.316371,-1.848229
24539,HitPay,Payments infrastructure for businesses scaling in APAC,Summer 2021,Active,"['fintech', 'payments']",6,-1,-13.451224,6.053391
27909,Magicflow 𐂂,The Gen AI evaluation and curation platform,Winter 2023,Inactive,"['artificial-intelligence', 'developer-tools', 'generative-ai', 'ai']",1,-1,11.487889,-2.6363707
30316,Reditus Space,Reusable Satellites for zero-g manufacturing,Winter 2025,Active,"['hard-tech', 'manufacturing', 'aerospace']",4,-1,5.5352464,25.073376
21895,Foreword,"A marketplace for live, online workshops for professionals",Summer 2020,Inactive,"['education', 'marketplace']",5,-1,-8.6116,-17.22031
12037,Supernova,Design system platform joins developers and designers together,Winter 2019,Active,"['developer-tools', 'design-tools']",0,-1,16.573174,0.980211
666,PersistIQ,PersistIQ is a free email automation platform to send a small batch…,Summer 2014,Acquired,"['saas', 'b2b']",3,-1,8.672099,-11.893172
30238,Amby Health,AI Copilot for Ambulance Agencies (EMS),Winter 2025,Active,"['saas', 'health-tech', 'digital-health', 'healthcare', 'healthcare-it']",2,-1,2.8008785,12.471827
29298,Greenboard,'Rippling' for Financial Compliance and Operations ,Winter 2024,Active,[],4,-1,3.6004052,7.48143
13075,Okay,Dashboards and actionable insights for high-performing engineering…,Winter 2020,Acquired,"['analytics', 'devops']",0,-1,6.786976,-0.45171624
21800,Seam,API for IoT Devices,Summer 2020,Active,"['developer-tools', 'iot', 'api']",0,-1,19.999006,-8.246081
29737,"Hestus, Inc.",An AI-powered CAD software,Summer 2024,Active,[],3,-1,14.6276655,-7.705915
26053,Powerhouse AI,Vision-powered warehouse automation: maximizing performance and value,Winter 2022,Active,"['saas', 'warehouse-management-tech', 'logistics']",3,-1,-1.9116657,-5.9790807
13479,SOMATIC,Bathroom cleaning robots for office buildings. ,Winter 2020,Active,['robotics'],4,-1,-7.244832,-10.411675
28982,Flint,AI personalized learning for schools,Summer 2023,Active,"['artificial-intelligence', 'education', 'generative-ai', 'edtech']",1,-1,-2.3796854,-20.15807
22986,SST,For whatever you build.,Winter 2021,Active,"['developer-tools', 'open-source']",0,-1,15.707239,-0.36717606
781,BuildScience,The operating system for commercial buildings.,Winter 2015,Active,"['sustainability', 'proptech', 'energy']",4,-1,-4.806949,-3.4812374
2020,"Mark Cuban Cost Plus Drug Company, PBC",Making low cost versions of high cost generic drugs.,Summer 2018,Active,[],7,-1,-21.561413,10.531843
29019,Sendblue,iMessage for Sales,Summer 2023,Active,[],3,-1,8.749848,-13.161088
29079,Tiptap,Developer toolkit for building collaborative apps.,Summer 2023,Active,"['developer-tools', 'open-source']",0,-1,19.439955,-3.2658281
30638,Lotas,"Cursor for Data Science — secure, AI-native IDE for data scientists",Summer 2025,Active,"['developer-tools', 'data-science', 'data-visualization', 'ai']",1,-1,17.857128,-0.40681693
24538,Coast,Demo Platform for API-First Companies,Summer 2021,Active,"['saas', 'b2b', 'sales', 'sales-enablement', 'api']",3,-1,5.189993,-6.925848
1543,Faire,The global online platform empowering independent retail.,Winter 2017,Active,"['marketplace', 'retail']",5,-1,-14.632616,-3.3061564
29672,"DeepSim, Inc.",An AI physics simulator for AI chip design,Summer 2024,Active,"['artificial-intelligence', 'b2b', 'semiconductors']",1,-1,13.038121,-9.191257
6,iCracked,On-demand smartphone repair in 3 countries and launching smart home…,Winter 2012,Acquired,[],2,-1,0.41526863,6.9646792
25395,Sekilo,Poultry processing & supply chain for the SME foodservice industry.,Winter 2022,Active,"['supply-chain', 'food']",5,-1,-23.026016,0.95073074
22470,Degrees of Freedom,"DoF provides a high quality, affordable higher education alternative.",Winter 2021,Inactive,"['virtual-reality', 'nonprofit', 'hr-tech', 'edtech', 'ai']",4,-1,-10.5418825,-17.991774
12727,Proof Trading,Institutional equities broker-dealer,Summer 2019,Active,['finance'],6,-1,-7.036939,9.751362
24579,Nomod,"The payment links app to sell anything, anywhere",Summer 2021,Active,"['fintech', 'payments']",6,-1,-13.295495,8.523105
1279,Xberts,Xberts.com is a cross-border marketplace for Chinese hardware…,Summer 2016,Inactive,['e-commerce'],5,-1,-14.004286,1.1798872
1782,NewCraft,Universal API for HR & Payroll,Winter 2018,Acquired,"['developer-tools', 'b2b']",0,-1,-3.6591988,5.9030805
30220,Verbiflow,People search that works,Winter 2025,Active,"['saas', 'analytics', 'sales', 'sales-enablement', 'ai']",3,-1,6.8765445,-9.629993
823,Pigeonly,"The affordable way to search, find & communicate with an incarcerated…",Winter 2015,Inactive,['govtech'],5,-1,-8.140143,-6.129253
22696,SlashAuth,The solution for fine-grained access control in web3,Winter 2021,Inactive,"['crypto-web3', 'b2b', 'security']",0,-1,10.031251,1.9096706
874,Roomblocker,Hotel booking for groups and events.,Summer 2015,Inactive,"['marketplace', 'b2b', 'travel']",5,-1,-10.775616,0.6575368
24682,Pandai,Learning app for school students in Southeast Asia,Summer 2021,Active,"['education', 'saas', 'subscriptions']",5,-1,-5.753433,-19.749561
22773,noHQ,International contractor and multi country payroll ,Winter 2021,Inactive,['fintech'],6,-1,-13.137462,5.770868
24787,Squire.ai,Never code alone.,Summer 2021,Inactive,"['artificial-intelligence', 'developer-tools', 'saas', 'compliance', 'security']",1,-1,10.643376,0.3391873
13265,Alloy Automation,Alloy is a platform for building and managing SaaS integrations,Winter 2020,Active,"['saas', 'api']",3,-1,8.572395,0.8357622
714,Hive,"Marketing automation for event promoters (email, sms, ads, CRM)",Summer 2014,Active,"['saas', 'crm', 'sms', 'email']",3,-1,-0.21871763,0.39384118
24466,Makani Science,Reinventing respiration monitoring,Summer 2021,Active,"['health-tech', 'medical-devices']",2,-1,5.4042144,16.772806
29821,Polymet,AI Product Designer,Summer 2024,Active,['artificial-intelligence'],1,-1,10.894766,-5.8863606
30287,Calltree,Enterprise-grade AI support reps for call centers,Winter 2025,Active,"['generative-ai', 'saas', 'b2b', 'customer-service', 'ai']",1,-1,1.9909151,-7.658468
29761,Distro,The AI co-pilot for sales reps at industrial wholesale distributors.,Summer 2024,Active,"['saas', 'b2b', 'manufacturing', 'supply-chain', 'ai']",3,-1,4.452928,-6.1609483
29770,Intryc,Intryc uses AI to automate quality assurance for customer support,Summer 2024,Active,"['customer-success', 'analytics', 'customer-support', 'operations']",3,-1,2.843977,-4.876399
27198,Velontra,Hypersonic space plane that can take-off from any location and weather,Summer 2022,Active,"['commercial-space-launch', 'hardware', 'drones', 'aerospace']",4,-1,4.075876,25.992414
22744,Encord,Building the data backbone for the (artificial) intelligence…,Winter 2021,Active,"['artificial-intelligence', 'developer-tools', 'machine-learning', 'computer-vision', 'ai']",1,-1,2.0671918,-15.267848
1472,Beek,Leading audio subscription platform for Spanish content and creators,Winter 2017,Inactive,"['subscriptions', 'creator-economy']",5,-1,23.821774,-0.7217653
885,Airmada,Autonomous ground stations for drones,Summer 2015,Inactive,"['drones', 'logistics']",4,-1,-5.905025,-8.420249
1825,Shone,Shone makes existing cargo ships autonomous through retrofit.,Winter 2018,Inactive,['logistics'],4,-1,-17.739065,-12.724031
21897,Arist,Deliver effective learning at scale ,Summer 2020,Active,"['education', 'elearning']",3,-1,-2.6532066,-18.212132
442,Zapier,The easiest way to automate your work.,Summer 2012,Active,"['saas', 'b2b', 'automation']",3,-1,4.111788,-1.1175956
11941,Kopa,Find furnished rentals and compatible housemates for 1-12 month stays ,Winter 2019,Inactive,"['marketplace', 'housing', 'community']",5,-1,-11.847819,-0.09409443
1343,Suiteness,Book guaranteed connecting rooms and suites at hotels,Summer 2016,Active,[],5,-1,-9.558671,0.9003031
21767,Command AI,AI-powered user assistance platform,Summer 2020,Acquired,"['saas', 'b2b', 'chatbot']",3,-1,3.486621,-7.4378505
12877,EPIC AEROSPACE,Last-mile delivery for satellites.,Summer 2019,Active,"['commercial-space-launch', 'hard-tech', 'space-exploration']",4,-1,5.6138844,25.245493
654,Bannerman,Security Guard Company Marketplace,Summer 2014,Inactive,['security'],4,-1,-1.6360562,5.912155
11994,Sapling.ai,Language models for enterprise applications.,Winter 2019,Active,"['artificial-intelligence', 'deep-learning', 'generative-ai', 'machine-learning', 'b2b']",1,-1,1.9016027,-10.187938
30068,Stewdio,All-in-one AI creative platform,Fall 2024,Active,"['design', 'design-tools', 'video', 'advertising', 'ai']",1,-1,16.473597,-5.7805815
29519,Forge Rewards,Starbucks app for restaurants,Winter 2024,Active,"['artificial-intelligence', 'fintech', 'food-tech']",6,-1,-17.474531,2.0468104
995,Petcube,Petcube is on the mission to improve lives of pets and pet owners…,Winter 2016,Active,['hardware'],5,-1,-13.999054,-10.085091
26742,Boostly,Gamified marketing for restaurants,Summer 2022,Active,"['saas', 'b2b', 'messaging', 'food-tech']",5,-1,-17.112608,-0.3434347
1746,Sixfold Bioscience,Delivering RNA therapies.,Winter 2018,Active,"['gene-therapy', 'nanomedicine', 'drug-delivery']",7,-1,-6.506168,22.717382
1955,CSPA,The Computer Science Proficiency Assessment (CSPA™) is a…,Summer 2018,Acquired,"['education', 'recruiting']",4,-1,1.6806264,4.5750203
29725,Promi,"Optimizing ecommerce pricing with dynamic, personalized discounts",Summer 2024,Active,[],5,-1,-13.051759,-3.1418593
304,RescueTime,Take Back Control of your Time,Winter 2008,Active,"['developer-tools', 'saas']",0,-1,5.1303167,-3.0360577
27901,Orchid,AI-powered EHR for independent mental health professionals,Winter 2023,Active,"['artificial-intelligence', 'mental-health-tech', 'saas', 'health-tech', 'healthcare']",2,-1,4.730684,14.4555645
29481,CoCrafter,B2B construction marketplace to match contractors and subcontractors.,Winter 2024,Active,"['marketplace', 'construction']",5,-1,-4.3390765,4.9737096
26792,Activepieces,"Open-source, AI-first and no-code business automation tool",Summer 2022,Active,"['workflow-automation', 'open-source', 'no-code', 'enterprise-software', 'ai']",3,-1,6.474405,-5.949073
25787,Courtyard.io,"A frictionless, safe, and fun experience to invest in collectibles",Winter 2022,Active,"['marketplace', 'sports-tech', 'consumer']",5,-1,16.998425,9.709305
12862,Meridian Industries,Index is the modern business intelligence platform,Summer 2019,Active,"['artificial-intelligence', 'saas', 'b2b', 'analytics', 'data-visualization']",3,-1,9.389022,-5.5016804
